Age,Gender,Education,JobTitle,YearsOfExp,Salary
42.0,Male,PhD,Senior Software Engineer,14.0,170000.0
38.0,Male,Bachelor's Degree,Front end Developer,11.0,136062.0
46.0,Male,Master's,Senior Project Manager,19.0,140000.0
26.0,Female,Master's Degree,Human Resources Coordinator,3.0,50000.0
29.0,Male,Bachelor's Degree,Marketing Analyst,4.0,70000.0
33.0,Female,Bachelor's Degree,Full Stack Engineer,7.0,130000.0
43.0,Male,PhD,Senior Project Engineer,13.0,185000.0
31.0,Male,Bachelor's Degree,Sales Director,9.0,140000.0
30.0,Male,Bachelor's Degree,Back end Developer,5.0,100000.0
25.0,Female,Master's,Data Analyst,1.0,100000.0
45.0,Male,Master's Degree,Director of Marketing,15.0,150000.0
45.0,Male,PhD,Senior Project Engineer,16.0,185000.0
26.0,Male,High School,Junior Sales Associate,2.0,31000.0
34.0,Male,Master's Degree,Data Analyst,8.0,100000.0
23.0,Female,Bachelor's Degree,Junior HR Coordinator,1.0,32000.0
32.0,Female,Master's Degree,Financial Manager,8.0,120000.0
36.0,Female,PhD,Research Scientist,12.0,160000.0
38.0,Male,Master's Degree,Director of Marketing,9.0,95000.0
34.0,Male,Master's Degree,Software Engineer Manager,9.0,146075.0
24.0,Female,High School,Receptionist,0.0,25000.0
26.0,Female,Bachelor's,Data Analyst,3.0,120000.0
27.0,Male,Bachelor's Degree,Back end Developer,3.0,80000.0
27.0,Male,PhD,Data Scientist,2.0,115000.0
27.0,Male,PhD,Data Scientist,2.0,115000.0
28.0,Female,Bachelor's Degree,Marketing Analyst,3.0,60000.0
30.0,Male,Bachelor's Degree,Back end Developer,5.0,100000.0
36.0,Male,Master's Degree,Full Stack Engineer,13.0,147326.0
27.0,Male,Bachelor's Degree,Front end Developer,2.0,70000.0
42.0,Male,Master's Degree,Product Manager,14.0,180000.0
26.0,Female,Master's Degree,Front end Developer,1.0,55000.0
25.0,Female,Bachelor's Degree,Junior Web Developer,1.0,40000.0
36.0,Male,Bachelor's Degree,Sales Manager,11.0,160000.0
50.0,Female,PhD,Software Engineer Manager,16.0,185000.0
24.0,Female,High School,Sales Associate,1.0,30000.0
36.0,Male,Bachelor's Degree,Software Engineer Manager,8.0,135000.0
40.0,Female,Bachelor's,Senior Sales Representative,12.0,100000.0
29.0,Female,Master's,Data Scientist,6.0,180000.0
48.0,Male,PhD,Senior Project Engineer,16.0,190000.0
28.0,Female,PhD,Director of Marketing,6.0,105000.0
32.0,Male,Bachelor's,Software Engineer,8.0,180000.0
41.0,Female,PhD,Director of Data Science,16.0,200000.0
34.0,Male,Master's Degree,Data Analyst,8.0,100000.0
43.0,Male,PhD,Senior Project Engineer,13.0,185000.0
33.0,Female,Bachelor's Degree,Human Resources Manager,8.0,95000.0
22.0,Male,Bachelor's Degree,Front End Developer,1.0,50000.0
32.0,Male,Bachelor's Degree,Product Manager,7.0,120000.0
34.0,Male,Bachelor's Degree,Operations Manager,8.0,101000.0
56.0,Female,PhD,Software Engineer Manager,18.0,210000.0
30.0,Female,Bachelor's Degree,Digital Marketing Specialist,4.0,65000.0
26.0,Male,Bachelor's,Data Analyst,3.0,130000.0
30.0,Female,PhD,Data Scientist,7.0,185000.0
43.0,Male,Bachelor's,Supply Chain Manager,18.0,105000.0
32.0,Female,Master's Degree,Senior Software Engineer,7.0,100000.0
28.0,Female,Master's,Data Scientist,6.0,155000.0
23.0,Male,High School,Junior Sales Associate,1.0,26000.0
45.0,Male,PhD,Data Scientist,18.0,180000.0
29.0,Female,Master's,Data Scientist,6.0,180000.0
27.0,Male,Bachelor's,Software Engineer,4.0,160000.0
41.0,Male,PhD,Data Scientist,15.0,190000.0
34.0,Female,Master's Degree,Full Stack Engineer,10.0,163398.0
33.0,Female,Master's Degree,Data Analyst,6.0,90000.0
27.0,Male,Bachelor's Degree,Software Engineer,3.0,80000.0
44.0,Female,PhD,Director of HR,13.0,135000.0
50.0,Female,Master's Degree,Full Stack Engineer,25.0,192344.0
31.0,Male,Bachelor's,Data Analyst,9.0,190000.0
28.0,Female,PhD,Data Scientist,5.0,100000.0
26.0,Female,Bachelor's Degree,Junior Software Engineer,1.0,45000.0
33.0,Female,Bachelor's Degree,Full Stack Engineer,7.0,130000.0
31.0,Male,Bachelor's,Junior Accountant,4.0,50000.0
38.0,Male,Bachelor's Degree,Back end Developer,12.0,132442.0
45.0,Female,Bachelor's Degree,Senior Project Engineer,22.0,171468.0
37.0,Male,Master's Degree,Senior Software Engineer,9.0,150000.0
31.0,Male,Bachelor's Degree,Junior Marketing Manager,5.0,70000.0
48.0,Male,PhD,Software Engineer Manager,24.0,192211.0
27.0,Male,Bachelor's Degree,Front end Developer,2.0,65000.0
31.0,Male,Master's Degree,Full Stack Engineer,7.0,140000.0
39.0,Female,Master's Degree,Marketing Coordinator,11.0,120000.0
35.0,Male,Bachelor's Degree,Back end Developer,8.0,140000.0
28.0,Male,Bachelor's Degree,Back end Developer,2.0,70000.0
30.0,Female,Bachelor's Degree,Marketing Coordinator,4.0,65000.0
26.0,Female,Master's,Product Manager,2.0,120000.0
28.0,Male,Master's,Product Manager,3.0,130000.0
50.0,Female,Bachelor's Degree,Senior Project Engineer,25.0,177862.0
54.0,Male,PhD,Software Engineer Manager,17.0,195000.0
45.0,Male,Master's Degree,Marketing Manager,13.0,130000.0
33.0,Male,PhD,Sales Director,10.0,155000.0
27.0,Male,Bachelor's Degree,Front end Developer,2.0,70000.0
50.0,Male,PhD,Senior Project Engineer,19.0,200000.0
42.0,Male,Master's Degree,Product Manager,14.0,180000.0
52.0,Male,PhD,Software Engineer Manager,27.0,190596.0
30.0,Female,Bachelor's Degree,Digital Marketing Specialist,4.0,65000.0
42.0,Male,Master's Degree,Product Manager,14.0,180000.0
47.0,Male,PhD,Senior Project Engineer,16.0,190000.0
38.0,Female,Master's Degree,Marketing Manager,10.0,110000.0
35.0,Female,Master's Degree,Data Scientist,10.0,145000.0
32.0,Male,Master's Degree,Product Manager,7.0,110000.0
29.0,Female,Bachelor's Degree,Sales Director,5.0,70000.0
25.0,Male,Bachelor's Degree,Product Manager,1.0,60000.0
37.0,Male,Master's Degree,Marketing Director,14.0,180000.0
29.0,Female,Master's,Data Scientist,6.0,150000.0
30.0,Female,Bachelor's Degree,Marketing Coordinator,4.0,65000.0
48.0,Male,PhD,Software Engineer Manager,16.0,185000.0
31.0,Male,Bachelor's Degree,Junior HR Generalist,5.0,60000.0
24.0,Male,Bachelor's Degree,Financial Analyst,1.0,55000.0
24.0,Female,Bachelor's Degree,Front end Developer,1.0,51265.0
42.0,Female,Master's Degree,Director of Marketing,13.0,130000.0
24.0,Male,Bachelor's,Data Analyst,1.0,90000.0
25.0,Female,Bachelor's,Data Analyst,2.0,110000.0
26.0,Female,Bachelor's Degree,Junior Web Developer,2.0,45000.0
30.0,Female,Bachelor's Degree,Marketing Coordinator,4.0,65000.0
32.0,Male,Bachelor's Degree,Junior Marketing Manager,6.0,72000.0
25.0,Male,Bachelor's Degree,Product Manager,1.0,60000.0
45.0,Male,PhD,Director of HR,14.0,140000.0
28.0,Female,Master's Degree,Marketing Manager,7.0,110000.0
54.0,Male,Bachelor's Degree,Senior Project Engineer,28.0,192292.0
49.0,Male,PhD,Software Engineer Manager,15.0,185000.0
29.0,Male,Bachelor's Degree,Digital Marketing Manager,6.0,95000.0
40.0,Male,PhD,Data Scientist,15.0,150000.0
26.0,Male,Bachelor's Degree,Back end Developer,3.0,75072.0
35.0,Male,PhD,Senior Research Scientist,10.0,130000.0
32.0,Female,Master's Degree,Senior Human Resources Manager,6.0,80000.0
28.0,Male,Bachelor's Degree,Back end Developer,4.0,71699.0
24.0,Male,Bachelor's,Data Analyst,1.0,90000.0
43.0,Female,PhD,Senior Project Engineer,14.0,190000.0
39.0,Female,Master's Degree,Software Engineer Manager,12.0,160000.0
26.0,Male,Bachelor's Degree,Software Developer,2.0,60000.0
33.0,Female,Master's Degree,Full Stack Engineer,9.0,136533.0
29.0,Male,Master's Degree,Senior Human Resources Manager,4.0,70000.0
29.0,Male,Bachelor's Degree,Software Engineer,4.0,71000.0
24.0,Female,High School,Sales Associate,0.0,25000.0
29.0,Female,Bachelor's Degree,Full Stack Engineer,6.0,100358.0
41.0,Male,PhD,Senior Project Engineer,12.0,165000.0
36.0,Male,PhD,Senior Research Scientist,11.0,135000.0
36.0,Female,Master's Degree,Marketing Director,11.0,160000.0
28.0,Male,Bachelor's,Software Engineer,3.0,125000.0
39.0,Female,Master's Degree,Marketing Coordinator,11.0,120000.0
27.0,Male,Bachelor's,Software Engineer,5.0,150000.0
29.0,Male,Bachelor's Degree,Software Engineer,4.0,70000.0
25.0,Female,Master's Degree,Software Engineer,2.0,60000.0
26.0,Male,High School,Junior Sales Associate,1.0,26000.0
54.0,Male,PhD,Software Engineer Manager,28.0,188484.0
26.0,Male,Bachelor's Degree,Software Developer,3.0,60000.0
27.0,Female,Master's Degree,Back end Developer,2.0,65000.0
35.0,Male,Bachelor's Degree,Full Stack Engineer,8.0,145000.0
31.0,Male,Bachelor's Degree,Software Engineer,4.0,65000.0
30.0,Female,Bachelor's,Junior Social Media Manager,3.0,45000.0
31.0,Female,PhD,Data Scientist,8.0,140000.0
36.0,Male,Bachelor's Degree,Sales Manager,11.0,160000.0
30.0,Female,Bachelor's,Junior Marketing Coordinator,2.0,40000.0
24.0,Female,Bachelor's Degree,Back end Developer,1.0,60000.0
26.0,Male,Master's Degree,Full Stack Engineer,4.0,102859.0
25.0,Male,Bachelor's Degree,Junior Software Engineer,1.0,55000.0
28.0,Male,Bachelor's,Software Engineer,5.0,160000.0
27.0,Male,High School,Digital Marketing Manager,2.0,40000.0
34.0,Male,Master's Degree,Data Analyst,8.0,100000.0
44.0,Female,Master's Degree,Senior Software Engineer,11.0,170000.0
29.0,Female,High School,Junior Sales Associate,1.0,25000.0
56.0,Female,PhD,Software Engineer Manager,31.0,197354.0
28.0,Female,Bachelor's,Software Engineer,5.0,160000.0
45.0,Female,Master's Degree,Director of Marketing,16.0,160000.0
23.0,Female,Bachelor's Degree,Software Engineer,1.0,50000.0
47.0,Female,Master's,Director of Marketing,20.0,180000.0
37.0,Male,Bachelor's Degree,Data Analyst,11.0,160000.0
25.0,Female,Bachelor's,Data Analyst,2.0,110000.0
30.0,Female,Bachelor's Degree,Financial Manager,4.0,55000.0
30.0,Female,Master's Degree,Human Resources Coordinator,3.0,49000.0
26.0,Female,Bachelor's Degree,Junior Web Developer,2.0,45000.0
39.0,Female,Bachelor's Degree,Financial Manager,16.0,200000.0
29.0,Female,Bachelor's Degree,Digital Marketing Specialist,4.0,65000.0
43.0,Male,PhD,Data Scientist,16.0,160000.0
37.0,Male,Master's Degree,Senior Project Engineer,9.0,145000.0
25.0,Female,Bachelor's,Data Analyst,2.0,90000.0
29.0,Female,PhD,Full Stack Engineer,5.0,98568.0
39.0,Female,Master's Degree,Software Engineer Manager,12.0,160000.0
24.0,Male,Bachelor's,Data Analyst,1.0,90000.0
29.0,Male,Bachelor's Degree,Software Developer,5.0,80000.0
26.0,Male,Bachelor's Degree,Marketing Analyst,2.0,50000.0
24.0,Female,High School,Sales Associate,0.0,25000.0
46.0,Male,Master's Degree,Marketing Manager,14.0,140000.0
50.0,Male,PhD,Software Engineer Manager,20.0,210000.0
26.0,Female,Bachelor's Degree,Junior HR Generalist,2.0,42000.0
36.0,Female,Master's Degree,Full Stack Engineer,13.0,144647.0
28.0,Female,Master's,Data Scientist,6.0,155000.0
27.0,Male,Bachelor's,Software Engineer,4.0,160000.0
27.0,Male,PhD,Sales Representative,4.0,55000.0
39.0,Female,Bachelor's Degree,Financial Manager,16.0,200000.0
34.0,Male,Bachelor's,Senior Operations Coordinator,7.0,90000.0
29.0,Female,Master's Degree,Software Developer,5.0,70000.0
41.0,Female,PhD,Director of Data Science,16.0,200000.0
24.0,Female,High School,Receptionist,0.0,25000.0
51.0,Female,Master's,Director of Operations,23.0,170000.0
38.0,Female,PhD,Senior Research Scientist,12.0,140000.0
28.0,Female,Bachelor's Degree,Marketing Coordinator,3.0,60000.0
34.0,Male,Bachelor's Degree,Operations Manager,8.0,104000.0
30.0,Female,Bachelor's Degree,Marketing Coordinator,5.0,90000.0
53.0,Male,Master's,Director of Marketing,25.0,180000.0
31.0,Female,Bachelor's Degree,Marketing Coordinator,4.0,65000.0
31.0,Female,High School,Financial Manager,4.0,60000.0
29.0,Female,Master's,Data Scientist,6.0,180000.0
42.0,Female,Master's Degree,Digital Marketing Manager,14.0,140000.0
36.0,Male,PhD,Senior Research Scientist,11.0,135000.0
49.0,Male,PhD,Senior Project Engineer,17.0,195000.0
45.0,Male,Master's Degree,Marketing Manager,20.0,204000.0
54.0,Male,PhD,Software Engineer Manager,28.0,182013.0
29.0,Male,Bachelor's Degree,Software Developer,5.0,80000.0
42.0,Male,Master's Degree,Product Manager,14.0,180000.0
33.0,Female,Bachelor's Degree,Full Stack Engineer,6.0,115000.0
35.0,Female,Master's Degree,Marketing Director,11.0,160000.0
31.0,Female,Bachelor's,Software Engineer,6.0,155000.0
34.0,Male,Master's Degree,Data Scientist,9.0,140000.0
37.0,Male,PhD,Director of HR,12.0,120000.0
41.0,Male,PhD,Software Engineer Manager,12.0,175000.0
33.0,Female,Bachelor's Degree,Human Resources Manager,6.0,75000.0
26.0,Male,High School,Sales Manager,2.0,40000.0
30.0,Female,PhD,Data Scientist,7.0,170000.0
30.0,Male,Bachelor's Degree,Back end Developer,5.0,100000.0
28.0,Male,Bachelor's,Software Engineer,4.0,160000.0
25.0,Male,Bachelor's Degree,Product Manager,1.0,60000.0
29.0,Male,Bachelor's Degree,Marketing Analyst,4.0,70000.0
38.0,Male,PhD,Data Scientist,12.0,130000.0
29.0,Male,Bachelor's,Software Engineer,4.0,140000.0
31.0,Female,Master's Degree,Financial Manager,8.0,120000.0
31.0,Female,PhD,Data Scientist,8.0,140000.0
31.0,Female,Master's Degree,Senior Software Engineer,6.0,114290.0
30.0,Female,Bachelor's,Product Manager,5.0,160000.0
36.0,Female,Bachelor's,Senior Marketing Manager,8.0,95000.0
26.0,Female,Bachelor's Degree,Social Media Manager,3.0,55000.0
30.0,Female,Bachelor's Degree,Marketing Coordinator,4.0,57000.0
30.0,Female,Bachelor's Degree,Sales Director,5.0,70000.0
38.0,Male,Bachelor's Degree,Back end Developer,14.0,136449.0
33.0,Male,Bachelor's Degree,Operations Manager,6.0,75000.0
29.0,Female,Master's Degree,Web Developer,4.0,65000.0
37.0,Male,Master's Degree,Marketing Director,14.0,180000.0
31.0,Male,Bachelor's,Data Analyst,9.0,195000.0
27.0,Female,Master's Degree,Full Stack Engineer,3.0,100000.0
43.0,Male,Master's Degree,Senior Software Engineer,19.0,185000.0
50.0,Male,PhD,Senior Product Marketing Manager,15.0,150000.0
32.0,Male,Bachelor's Degree,Product Manager,7.0,120000.0
25.0,Female,Master's,Data Analyst,1.0,100000.0
31.0,Male,Bachelor's Degree,Operations Manager,5.0,70000.0
45.0,Male,Master's Degree,Marketing Manager,20.0,204000.0
43.0,Female,PhD,Senior Human Resources Manager,15.0,150000.0
42.0,Male,PhD,Data Scientist,13.0,140000.0
37.0,Male,Bachelor's Degree,Data Analyst,11.0,160000.0
38.0,Male,Master's Degree,Senior HR Generalist,8.0,95000.0
44.0,Male,PhD,Data Scientist,15.0,150000.0
37.0,Male,Bachelor's Degree,Operations Manager,10.0,113000.0
31.0,Male,High School,Sales Associate,3.0,50000.0
27.0,Male,Bachelor's Degree,Software Engineer,3.0,80000.0
25.0,Male,Bachelor's,Data Analyst,2.0,110000.0
25.0,Female,Master's Degree,Software Engineer,2.0,60000.0
57.0,Female,Master's Degree,Full Stack Engineer,33.0,188232.0
35.0,Male,PhD,Senior Research Scientist,10.0,130000.0
32.0,Male,Bachelor's Degree,Full Stack Engineer,5.0,120000.0
42.0,Male,Bachelor's Degree,Content Marketing Manager,13.0,130000.0
34.0,Male,PhD,Research Director,12.0,170000.0
33.0,Male,Bachelor's,Junior Business Analyst,4.0,60000.0
23.0,Female,Bachelor's Degree,Software Engineer,1.0,50000.0
37.0,Female,Master's Degree,Marketing Manager,12.0,125000.0
27.0,Female,Bachelor's Degree,Graphic Designer,2.0,50000.0
24.0,Female,High School,Receptionist,0.0,25000.0
24.0,Male,Bachelor's,Data Analyst,1.0,95000.0
29.0,Male,Bachelor's Degree,Software Engineer,4.0,65000.0
35.0,Female,Bachelor's Degree,Human Resources Manager,8.0,92000.0
36.0,Female,PhD,Research Scientist,12.0,170000.0
30.0,Female,Bachelor's Degree,Software Engineer,5.0,90000.0
28.0,Male,Bachelor's Degree,Software Engineer,4.0,75000.0
26.0,Female,Bachelor's,Data Analyst,3.0,100000.0
40.0,Female,Bachelor's,Event Coordinator,12.0,60000.0
49.0,Male,PhD,Senior Project Engineer,17.0,195000.0
46.0,Male,PhD,Software Engineer Manager,16.0,185000.0
28.0,Female,Bachelor's,Software Engineer,5.0,160000.0
34.0,Female,Bachelor's Degree,Human Resources Manager,6.0,75000.0
30.0,Male,Bachelor's Degree,Marketing Analyst,4.0,75000.0
43.0,Male,PhD,Senior Project Engineer,13.0,185000.0
52.0,Male,PhD,Software Engineer Manager,27.0,190596.0
27.0,Male,Bachelor's,Software Engineer,4.0,140000.0
52.0,Male,PhD,Software Engineer Manager,26.0,185982.0
26.0,Male,Bachelor's Degree,Software Engineer,1.0,52000.0
31.0,Male,Bachelor's Degree,Sales Director,9.0,140000.0
28.0,Male,Bachelor's,Software Engineer,3.0,125000.0
33.0,Male,PhD,Research Scientist,10.0,150000.0
41.0,Female,PhD,Software Engineer Manager,13.0,138662.0
27.0,Female,Master's Degree,Human Resources Coordinator,3.0,50000.0
24.0,Female,High School,Sales Associate,0.0,25000.0
30.0,Female,Master's Degree,Front end Developer,5.0,105000.0
30.0,Female,Bachelor's Degree,Marketing Coordinator,4.0,58000.0
34.0,Male,Bachelor's,Software Engineer,12.0,195000.0
27.0,Male,Bachelor's Degree,Front end Developer,2.0,65000.0
37.0,Male,Bachelor's Degree,Sales Representative,7.0,90000.0
29.0,Male,Master's Degree,Senior HR Generalist,4.0,70000.0
56.0,Male,PhD,Software Engineer Manager,17.0,195000.0
34.0,Male,Bachelor's,Product Manager,9.0,185000.0
24.0,Male,High School,Junior Sales Associate,1.0,25000.0
27.0,Female,Bachelor's,Product Manager,4.0,150000.0
49.0,Male,PhD,Software Engineer Manager,15.0,185000.0
28.0,Male,PhD,Sales Representative,4.0,55000.0
49.0,Male,PhD,Software Engineer Manager,15.0,185000.0
44.0,Male,Master's Degree,Full Stack Engineer,21.0,168906.0
24.0,Male,Bachelor's,Data Analyst,1.0,90000.0
26.0,Male,Bachelor's Degree,Product Designer,2.0,55000.0
40.0,Female,Bachelor's Degree,Financial Manager,16.0,215000.0
33.0,Female,Master's Degree,Senior Software Engineer,8.0,105000.0
33.0,Male,Bachelor's,Junior Web Developer,5.0,50000.0
29.0,Female,Bachelor's Degree,Front end Developer,4.0,90000.0
25.0,Female,Bachelor's,Data Analyst,2.0,110000.0
26.0,Female,Master's Degree,Front end Developer,3.0,72649.0
29.0,Female,Bachelor's,Junior Marketing Specialist,2.0,40000.0
26.0,Male,Bachelor's,Data Analyst,3.0,120000.0
48.0,Male,PhD,Senior Project Engineer,16.0,190000.0
26.0,Male,Bachelor's Degree,Senior Product Marketing Manager,5.0,85000.0
26.0,Female,Bachelor's Degree,Social Media Manager,3.0,55000.0
31.0,Male,Bachelor's,Data Analyst,9.0,195000.0
30.0,Female,Bachelor's Degree,Marketing Coordinator,5.0,90000.0
25.0,Female,High School,Customer Service Representative,1.0,30000.0
35.0,Male,Bachelor's Degree,Full Stack Engineer,8.0,145000.0
43.0,Female,PhD,Software Engineer Manager,19.0,156486.0
35.0,Male,Bachelor's Degree,Project Manager,10.0,130000.0
24.0,Female,Bachelor's Degree,Front end Developer,1.0,55000.0
31.0,Male,Bachelor's,Product Manager,8.0,190000.0
50.0,Female,Master's Degree,Content Marketing Manager,19.0,190000.0
44.0,Male,Bachelor's,Senior IT Support Specialist,14.0,110000.0
31.0,Male,Bachelor's Degree,Operations Manager,5.0,70000.0
31.0,Female,PhD,Data Scientist,8.0,140000.0
27.0,Male,High School,Back end Developer,3.0,68611.0
26.0,Male,High School,Junior Sales Associate,2.0,31000.0
33.0,Female,Master's Degree,Marketing Manager,9.0,130000.0
30.0,Female,Master's Degree,Front end Developer,5.0,105000.0
37.0,Female,Master's Degree,Marketing Manager,12.0,125000.0
36.0,Male,Master's Degree,Senior Software Engineer,8.0,140000.0
32.0,Male,Bachelor's Degree,Front end Developer,6.0,110000.0
29.0,Male,Bachelor's Degree,Software Engineer,4.0,65000.0
30.0,Male,Bachelor's Degree,Operations Manager,5.0,70000.0
38.0,Male,Bachelor's Degree,Operations Manager,11.0,119000.0
30.0,Female,Master's Degree,Senior Project Engineer,4.0,92438.0
27.0,Male,Bachelor's Degree,Software Engineer,3.0,75000.0
30.0,Male,Bachelor's Degree,Software Developer,6.0,85000.0
31.0,Male,Master's Degree,Senior Software Engineer,7.0,140000.0
24.0,Female,High School,Receptionist,0.0,25000.0
25.0,Female,Bachelor's,Data Analyst,2.0,110000.0
26.0,Male,Bachelor's,Data Analyst,3.0,130000.0
27.0,Male,Bachelor's,Software Engineer,4.0,140000.0
34.0,Male,PhD,Research Director,12.0,170000.0
29.0,Female,Bachelor's,Junior Business Development Associate,1.5,35000.0
27.0,Male,Bachelor's Degree,Software Developer,3.0,60000.0
